Product ID,Product Title (ZH),Product Title (EN),URL,Variant Name (ZH),Variant Name (EN),Option Type 1,Option Value 1,Option Type 2,Option Value 2,Price CNY,Shipping CNY,Cost CAD,Price CAD,Margin %,Margin Promo %,SKU Key,In Stock
974743803214,战术新白色八件套装安保巡逻外腰带腰封多功能快拆带锁快拔套执勤,"Tactical New White 8-Piece Set (Security Patrol Duty Belt, Quick Release Locking Holster)",https://item.taobao.com/item.htm?id=974743803214,L / 快拆带锁棍喷W手电三件套装,"L / QD Locking Baton, Pepper Spray, Flashlight 3-piece Set",Color,L,Size,快拆带锁棍喷W手电三件套装,120.0,30,28.5,39.99,18.7,8.7,variant_57,Yes
974743803214,战术新白色八件套装安保巡逻外腰带腰封多功能快拆带锁快拔套执勤,"Tactical New White 8-Piece Set (Security Patrol Duty Belt, Quick Release Locking Holster)",https://item.taobao.com/item.htm?id=974743803214,L / 勤务腰封,L / Duty Belt Pad,Color,L,Size,勤务腰封,65.0,30,18.05,25.99,20.6,10.6,variant_59,Yes
974743803214,战术新白色八件套装安保巡逻外腰带腰封多功能快拆带锁快拔套执勤,"Tactical New White 8-Piece Set (Security Patrol Duty Belt, Quick Release Locking Holster)",https://item.taobao.com/item.htm?id=974743803214,L / 外腰带+勤务腰封,L / Duty Belt + Duty Belt Pad,Color,L,Size,外腰带+勤务腰封,107.0,30,26.03,36.99,19.6,9.6,variant_61,Yes
974743803214,战术新白色八件套装安保巡逻外腰带腰封多功能快拆带锁快拔套执勤,"Tactical New White 8-Piece Set (Security Patrol Duty Belt, Quick Release Locking Holster)",https://item.taobao.com/item.htm?id=974743803214,L / 外腰带+勤务腰封+内腰带,L / Duty Belt + Duty Belt Pad + Inner Belt,Color,L,Size,外腰带+勤务腰封+内腰带,145.0,30,33.25,47.99,20.7,10.7,variant_62,Yes
974743803214,战术新白色八件套装安保巡逻外腰带腰封多功能快拆带锁快拔套执勤,"Tactical New White 8-Piece Set (Security Patrol Duty Belt, Quick Release Locking Holster)",https://item.taobao.com/item.htm?id=974743803214,L / 快拆92/92G双防腰套,L / QD 92/92G Dual Retention Holster,Color,L,Size,快拆92/92G双防腰套,65.0,30,18.05,25.99,20.6,10.6,variant_63,Yes
974743803214,战术新白色八件套装安保巡逻外腰带腰封多功能快拆带锁快拔套执勤,"Tactical New White 8-Piece Set (Security Patrol Duty Belt, Quick Release Locking Holster)",https://item.taobao.com/item.htm?id=974743803214,L / 侧开快拆带锁棍套,L,Color,L,Size,侧开快拆带锁棍套,48.0,30,14.82,20.99,19.4,9.4,variant_64,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,均码 / 快拆通用手K套,One Size / Quick Release Universal Handcuff Pouch,,,,,58.0,30,16.72,23.99,20.3,10.3,variant_1,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,均码 / 文件包,One Size / Document Pouch,,,,,55.0,30,16.15,22.99,19.8,9.8,variant_2,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,均码 / 对讲机套,One Size / Radio Pouch,,,,,45.0,30,14.25,19.99,18.7,8.7,variant_3,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,均码 / 水壶袋,One Size / Water Bottle Pouch,,,,,58.0,30,16.72,23.99,20.3,10.3,variant_4,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,均码 / 快拆D夹套,One Size / Quick Release D-Clip Pouch,,,,,48.0,30,14.82,20.99,19.4,9.4,variant_5,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / A款套装,S,Size,S,,,202.0,30,44.08,62.99,20.0,10.0,variant_6,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 快拆带锁棍喷W手电手K四件套装,S,Size,S,,,160.0,30,36.1,51.99,20.6,10.6,variant_10,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 快拆带锁棍喷W手电三件套装,S,Size,S,,,120.0,30,28.5,39.99,18.7,8.7,variant_11,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 勤务腰封,S / Duty Belt Pad,Color,S,Size,勤务腰封,65.0,30,18.05,25.99,20.6,10.6,variant_13,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 外腰带+勤务腰封,S / Outer Duty Belt + Duty Belt Pad,Color,S,Size,外腰带+勤务腰封,107.0,30,26.03,36.99,19.6,9.6,variant_15,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 外腰带+勤务腰封+内腰带,S / Outer Duty Belt + Duty Belt Pad + Inner Belt,Color,S,Size,外腰带+勤务腰封+内腰带,145.0,30,33.25,47.99,20.7,10.7,variant_16,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 快拆92/92G双防腰套,,,,,,65.0,30,18.05,25.99,20.6,10.6,variant_17,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 侧开快拆带锁棍套,S / Side Opening Quick Release Locking Baton Pouch,Color,S,Size,侧开快拆带锁棍套,48.0,30,14.82,20.99,19.4,9.4,variant_18,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 侧开快拆带锁手电套,S / Side Opening Quick Release Locking Flashlight Pouch,Color,S,Size,侧开快拆带锁手电套,48.0,30,14.82,20.99,19.4,9.4,variant_19,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 侧开快拆带锁喷W套,S / Side Opening Quick Release Locking Spray Pouch,Color,S,Size,侧开快拆带锁喷W套,48.0,30,14.82,20.99,19.4,9.4,variant_20,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 快拆通用手K套,,,,,,58.0,30,16.72,23.99,20.3,10.3,variant_21,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 文件包,S / Admin Pouch,Color,S,Size,文件包,55.0,30,16.15,22.99,19.8,9.8,variant_22,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 对讲机套,S / Radio Pouch,Color,S,Size,对讲机套,45.0,30,14.25,19.99,18.7,8.7,variant_23,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 水壶袋,S / Water Bottle Pouch,Color,S,Size,水壶袋,58.0,30,16.72,23.99,20.3,10.3,variant_24,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,S / 快拆D夹套,S / Quick-Release D-Ring Pouch,Color,S,Size,快拆D夹套,48.0,30,14.82,20.99,19.4,9.4,variant_25,Yes
969220337986,WOSPORT 穿越机快速部署迷彩包,FPV Drone Rapid Deployment Camo Bag,https://item.taobao.com/item.htm?id=969220337986&last_time=1763006142&mi_id=0000ZGBYesTQpeAQnYUD44pBJ7f2WiKrvcxuIvD1wj8_XzA&scm=1007.13982.82927.0&upStreamPrice=21500,M / A款套装,,,,,,202.0,30,44.08,62.99,20.0,10.0,variant_26,Yes
